index,score,background,lung_L,lung_R,infection
coronacases_005,Spec,0.9907645008183241,0.9986941456605908,0.9984162043023621,0.9995765465737526
coronacases_005,Prec,0.9985717500241829,0.9796710515425476,0.9796146222929346,0.8289674784192392
coronacases_005,Acc,0.9963097276358769,0.9981201040333715,0.997552674392174,0.9993054883233432
coronacases_006,DSC,0.9986786513201305,0.9864858944234884,0.98066920841958,0.8811962647579086
coronacases_006,IoU,0.9973607899569671,0.9733321805741925,0.9620716027807841,0.7876236349597382
coronacases_006,Sens,0.9985961257313833,0.9883585844615965,0.981935042398871,0.8591195304875603
coronacases_006,Spec,0.9877455771817344,0.9992780378286357,0.9990397756261531,0.9997561372864473
coronacases_006,Prec,0.9987611905500994,0.9846202875144817,0.9794066338671297,0.9044375325461276
coronacases_006,Acc,0.9976000897761242,0.9987902036854919,0.9982796252613336,0.9993793326364436
coronacases_007,DSC,0.99774589867673,0.9687468979018807,0.9736739863632344,0.7933063337563098
coronacases_007,IoU,0.9955019364444727,0.9393881055299931,0.9486985357732874,0.6574214781666905
coronacases_007,Sens,0.9970570455980782,0.9814529364860619,0.9701919392363487,0.8673789268465595
coronacases_007,Spec,0.9838235624138549,0.9981088924924431,0.9989379810985077,0.999114163877747
coronacases_007,Prec,0.9984357042517934,0.9563656432215845,0.977181117855746,0.7308896760613994
coronacases_007,Acc,0.9958916476452686,0.9974339803059896,0.9976508052473566,0.9987497751013821
coronacases_008,DSC,0.998529630835962,0.9730332970448193,0.9715749885209649,0.8339351711719354
coronacases_008,IoU,0.9970635792943822,0.9474828095641625,0.944721275422589,0.7151705038647542
coronacases_008,Sens,0.9989756601584329,0.9693495290399134,0.9750625471698882,0.7830841952238622
coronacases_008,Spec,0.9811453834962665,0.9990728724129014,0.9984267060087656,0.9993305423139464
coronacases_008,Prec,0.9980839996280381,0.9767451703160844,0.9681122892333709,0.8918489836229168
coronacases_008,Acc,0.9973295598331083,0.9979249314216284,0.9973356177244471,0.9978167258227782
coronacases_009,DSC,0.9983232485427046,0.9809620819545661,0.9694835148654015,0.7285354305354647
coronacases_009,IoU,0.9966521106637327,0.9626355060821495,0.9407743872615242,0.5729891717252334
coronacases_009,Sens,0.9986810016277026,0.9805594290246801,0.9688901906208941,0.666061544088458
coronacases_009,Spec,0.9778923439593938,0.9992401871176674,0.9986972706846592,0.9994555254345514
coronacases_009,Prec,0.9979657516785374,0.9813650657078182,0.9700775662291868,0.8039419422221744
coronacases_009,Acc,0.9969281554222107,0.9985077679157257,0.9974522441625595,0.9983417242765427
coronacases_010,DSC,0.9983531319770734,0.9223728830981313,0.9416363913119637,0.80510438030615
coronacases_010,IoU,0.9967116793842181,0.8559295405909173,0.8897097212925063,0.6737863684799763
coronacases_010,Sens,0.9989825734034581,0.8949992519559152,0.941369987553439,0.80935743036958
coronacases_010,Spec,0.965426651705422,0.9989922267615045,0.9982489695310829,0.9977722559708847
coronacases_010,Prec,0.9977244832512634,0.9514737930664551,0.9419029458954642,0.8008957948490079
coronacases_010,Acc,0.9969079534080734,0.9967458604578164,0.9965838942416879,0.9957089978595113
radiopaedia_10_85902_1,DSC,0.9974726518689974,0.9797347875889233,0.9740179239338554,0.8423543009878818
radiopaedia_10_85902_1,IoU,0.9949580465097249,0.9602746184726102,0.9493517934235929,0.7276443057722309
radiopaedia_10_85902_1,Sens,0.9989186744389231,0.9708843114070571,0.9607336331126297,0.8129608003764837
radiopaedia_10_85902_1,Spec,0.9666734680409076,0.9993951204887007,0.9993545200886474,0.9995637972323074
radiopaedia_10_85902_1,Prec,0.9960308097370237,0.9887481082067702,0.9876747357432664,0.8739530439018907
radiopaedia_10_85902_1,Acc,0.9954780962717471,0.997915253470809,0.9973814369052464,0.9988721566499345
radiopaedia_10_85902_3,DSC,0.9981633389949505,0.9799051202563736,0.9706993615832421,0.8553118555087471
radiopaedia_10_85902_3,IoU,0.9963334122686088,0.9606019397947047,0.9430668993622168,0.7472007634785834
radiopaedia_10_85902_3,Sens,0.9979366816550305,0.9748039277605342,0.9816227247342745,0.8302337461027637
radiopaedia_10_85902_3,Spec,0.9863741542981933,0.9991982333249813,0.9978137615403778,0.999618432688392
radiopaedia_10_85902_3,Prec,0.9983900993177984,0.9850599831481668,0.9600164303153952,0.8819521761015233
radiopaedia_10_85902_3,Acc,0.9967154116652863,0.9979433733443759,0.9969918965282374,0.9990388127606172
radiopaedia_14_85914_0,DSC,0.9787556098685531,0.7608056288303023,0.7309364997106581,0.5311049529087983
radiopaedia_14_85914_0,IoU,0.9583950906624565,0.6139518113790046,0.5759652685180902,0.3615676654098097
radiopaedia_14_85914_0,Sens,0.9965243234625958,0.7850137995048231,0.6800353479195781,0.37043816952899167
radiopaedia_14_85914_0,Spec,0.7905470888289782,0.9845759696158678,0.9871203641352443,0.9989609209971377
radiopaedia_14_85914_0,Prec,0.9616094524219988,0.738045850683426,0.7900741367209565,0.937885524784577
radiopaedia_14_85914_0,Acc,0.9636452519494914,0.974108127948527,0.9666875020241604,0.9734223963899774
radiopaedia_27_86410_0,DSC,0.9958390417924877,0.9396853548358672,0.9345456520059231,0.6827568251802243
radiopaedia_27_86410_0,IoU,0.991712567246311,0.8862325528762337,0.877133453690799,0.5183225377300881
radiopaedia_27_86410_0,Sens,0.997288031809135,0.952381223825919,0.9121641731208032,0.6523174150075308
radiopaedia_27_86410_0,Spec,0.953318196782968,0.9968752923298377,0.9976227296410809,0.9970912139094863
radiopaedia_27_86410_0,Prec,0.9943942562301111,0.9273235215215401,0.9580530925451193,0.7161761049879839
radiopaedia_27_86410_0,Acc,0.9925617856570238,0.9950874581033311,0.9928216404406881,0.993255037143926
radiopaedia_29_86490_1,DSC,0.9981854524132396,0.874389749153284,0.9570890309743875,0.0018523835545388029
radiopaedia_29_86490_1,IoU,0.9963774780649146,0.7768139535825508,0.917709238276199,0.0009270504037304508
radiopaedia_29_86490_1,Sens,0.9989794478880618,0.7897898516115219,0.9283198982421074,0.6134969325153374
radiopaedia_29_86490_1,Spec,0.9638919747788166,0.9994986421196971,0.9995395916843809,0.9935387915165759
radiopaedia_29_86490_1,Prec,0.997392718081766,0.9792881283247736,0.9876983333333333,0.0009275921562807265
radiopaedia_29_86490_1,Acc,0.9966129767603691,0.9933878030930186,0.9968121993065304,0.9935350754058238
radiopaedia_29_86491_1,DSC,0.9978159497869407,0.9817343061588454,0.9845226708288901,0.8639565801376059
radiopaedia_29_86491_1,IoU,0.9956414189337877,0.9641239139222066,0.9695171349935633,0.7604960911108967
radiopaedia_29_86491_1,Sens,0.9967488190316822,0.9934738298515065,0.9881041249589992,0.8724947403388329
radiopaedia_29_86491_1,Spec,0.9920632867714776,0.9981192824725369,0.9986968926078061,0.9998402569149238
radiopaedia_29_86491_1,Prec,0.9988853679560629,0.9702689857804253,0.9809670854095024,0.8555839079211683
radiopaedia_29_86491_1,Acc,0.996172899494895,0.9978489843909345,0.9980227117301947,0.9997022759721172
radiopaedia_36_86526_0,DSC,0.9976030102449467,0.96946753942539,0.972997582868267,0.6371705830017036
radiopaedia_36_86526_0,IoU,0.9952174841314337,0.9407443011400425,0.9474150855318396,0.467535096509074
radiopaedia_36_86526_0,Sens,0.9991724056948885,0.9509206144904603,0.9658594225849677,0.6914556014609904
radiopaedia_36_86526_0,Spec,0.9743411073763159,0.9992920912930808,0.9985584350372689,0.998201891276551
radiopaedia_36_86526_0,Prec,0.9960385371477545,0.9887523410902087,0.9802420375130947,0.5907887500479619
radiopaedia_36_86526_0,Acc,0.9958423896307494,0.996320987654321,0.9963040788331794,0.9970545617423924
radiopaedia_40_86625_0,DSC,0.9973245992183694,0.708979136332286,0.803567187313874,0.8239760047291973
radiopaedia_40_86625_0,IoU,0.994663475777814,0.549161641213232,0.6716358652098278,0.7006455718953767
radiopaedia_40_86625_0,Sens,0.9986995801389202,0.7758411036159987,0.8187501582294976,0.7725817770673321
radiopaedia_40_86625_0,Spec,0.9462730732653939,0.9956882975302735,0.9959414415044594,0.9955331447136158
radiopaedia_40_86625_0,Prec,0.995953399160977,0.6527271284124934,0.7889370727311341,0.8826952801935021
radiopaedia_40_86625_0,Acc,0.9950180836970391,0.9934155836767203,0.992717999983745,0.9862377511737471
radiopaedia_4_85506_1,DSC,0.9964661314368133,0.8830461874478063,0.9355977240628452,0.5803657346685498
radiopaedia_4_85506_1,IoU,0.9929571513749778,0.7905843352914315,0.8789888421077422,0.4088135577180144
radiopaedia_4_85506_1,Sens,0.9981023061738108,0.9621936793476359,0.9701704511887629,0.416164700952069
radiopaedia_4_85506_1,Spec,0.9645882214803823,0.9894982483647736,0.9940001057900363,0.9995043779834158
radiopaedia_4_85506_1,Prec,0.9948353122359306,0.8159299599347084,0.9034042585964653,0.9585815886118785
radiopaedia_4_85506_1,Acc,0.9938243179513021,0.9882382050636019,0.9926971852368678,0.9838572656032973
radiopaedia_7_85703_0,DSC,0.9979316316140621,0.9782011365049702,0.9355879326939033,0.8023814647442795
radiopaedia_7_85703_0,IoU,0.9958718018626423,0.9573323786631207,0.8789715575677075,0.6699808337326306
radiopaedia_7_85703_0,Sens,0.9982716506495288,0.9845263115818086,0.9829397185723032,0.7020391939457017
radiopaedia_7_85703_0,Spec,0.9814149877148679,0.9984030613156092,0.9950530559285019,0.9989530895073571
radiopaedia_7_85703_0,Prec,0.9975918441259485,0.9719567158909174,0.8925886851334219,0.9361909876482937
radiopaedia_7_85703_0,Acc,0.996336832675457,0.9976644550824445,0.9945667814450884,0.9925959519610313
